location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
dnk,mkt,daily,vw_cap,na,30,na,1987-01-23,-0.016921018
dnk,mkt,daily,vw_cap,na,26,na,1987-01-22,0.0268644673
dnk,mkt,daily,vw_cap,na,26,na,1987-01-27,-0.004172281
dnk,mkt,daily,vw_cap,na,27,na,1987-01-21,0.0032655853
dnk,mkt,daily,vw_cap,na,25,na,1987-01-20,-0.023758444
dnk,mkt,daily,vw_cap,na,25,na,1987-01-19,0.063585257
dnk,mkt,daily,vw_cap,na,15,na,1987-01-16,0.0355093668
dnk,mkt,daily,vw_cap,na,31,na,1987-01-15,0.0324915343
dnk,mkt,daily,vw_cap,na,21,na,1987-01-14,0.0000617569
dnk,mkt,daily,vw_cap,na,15,na,1987-01-13,0.0077696061
dnk,mkt,daily,vw_cap,na,31,na,1987-01-12,0.0545760128
dnk,mkt,daily,vw_cap,na,27,na,1987-01-09,0.0284153113
dnk,mkt,daily,vw_cap,na,31,na,1987-01-08,0.0102205251
dnk,mkt,daily,vw_cap,na,25,na,1987-01-07,0.0163629695
dnk,mkt,daily,vw_cap,na,27,na,1987-01-06,0.0128439705
dnk,mkt,daily,vw_cap,na,28,na,1987-01-05,-0.016067526
dnk,mkt,daily,vw_cap,na,28,na,1987-01-02,-0.000496721
dnk,mkt,daily,vw_cap,na,29,na,1987-02-27,0.0057149228
dnk,mkt,daily,vw_cap,na,22,na,1987-02-26,-0.002051694
dnk,mkt,daily,vw_cap,na,26,na,1987-02-25,-0.012485671
dnk,mkt,daily,vw_cap,na,28,na,1987-02-24,-0.031544273
dnk,mkt,daily,vw_cap,na,15,na,1987-02-23,0.0101179204
dnk,mkt,daily,vw_cap,na,24,na,1987-02-20,-0.004040673
dnk,mkt,daily,vw_cap,na,23,na,1987-02-19,-0.001580146
dnk,mkt,daily,vw_cap,na,23,na,1987-02-18,0.0049196765
dnk,mkt,daily,vw_cap,na,23,na,1987-02-17,0.0095138985
dnk,mkt,daily,vw_cap,na,21,na,1987-02-16,-0.004125439
dnk,mkt,daily,vw_cap,na,27,na,1987-02-13,-0.019785777
dnk,mkt,daily,vw_cap,na,19,na,1987-02-12,-0.013114087
dnk,mkt,daily,vw_cap,na,24,na,1987-02-11,-0.004186904
dnk,mkt,daily,vw_cap,na,24,na,1987-02-10,0.0003963026
dnk,mkt,daily,vw_cap,na,10,na,1987-02-09,-0.002317622
dnk,mkt,daily,vw_cap,na,26,na,1987-02-06,-0.026587223
dnk,mkt,daily,vw_cap,na,26,na,1987-02-05,-0.011646071
dnk,mkt,daily,vw_cap,na,24,na,1987-02-04,-0.004357007
dnk,mkt,daily,vw_cap,na,23,na,1987-02-03,0.0119596325
dnk,mkt,daily,vw_cap,na,22,na,1987-02-02,-0.00176797
dnk,mkt,daily,vw_cap,na,22,na,1987-03-31,-0.002855803
dnk,mkt,daily,vw_cap,na,24,na,1987-03-27,-0.006177024
dnk,mkt,daily,vw_cap,na,29,na,1987-03-26,0.0135070239
dnk,mkt,daily,vw_cap,na,21,na,1987-03-25,-0.007227849
dnk,mkt,daily,vw_cap,na,23,na,1987-03-24,0.0038533805
dnk,mkt,daily,vw_cap,na,25,na,1987-03-23,0.008009942
dnk,mkt,daily,vw_cap,na,26,na,1987-03-20,0.0096238209
dnk,mkt,daily,vw_cap,na,25,na,1987-03-19,-0.003895839
dnk,mkt,daily,vw_cap,na,20,na,1987-03-30,-0.004670273
dnk,mkt,daily,vw_cap,na,18,na,1987-03-18,-0.005292437
dnk,mkt,daily,vw_cap,na,19,na,1987-03-17,0.0075519849
dnk,mkt,daily,vw_cap,na,23,na,1987-03-16,-0.000900086
dnk,mkt,daily,vw_cap,na,29,na,1987-03-12,0.0228782427
dnk,mkt,daily,vw_cap,na,23,na,1987-03-11,0.0028316196
dnk,mkt,daily,vw_cap,na,24,na,1987-03-10,-0.010889687
dnk,mkt,daily,vw_cap,na,24,na,1987-03-09,0.0045617335
dnk,mkt,daily,vw_cap,na,27,na,1987-03-06,-0.001379491
dnk,mkt,daily,vw_cap,na,29,na,1987-03-05,-0.006743014
dnk,mkt,daily,vw_cap,na,24,na,1987-03-04,-0.018943625
dnk,mkt,daily,vw_cap,na,27,na,1987-03-03,0.0021092794
dnk,mkt,daily,vw_cap,na,21,na,1987-03-02,0.0045577149
dnk,mkt,daily,vw_cap,na,22,na,1987-04-30,0.0088699096
dnk,mkt,daily,vw_cap,na,22,na,1987-04-29,0.0089423812
dnk,mkt,daily,vw_cap,na,11,na,1987-04-28,-0.00247242
dnk,mkt,daily,vw_cap,na,16,na,1987-04-24,0.015636524
dnk,mkt,daily,vw_cap,na,19,na,1987-04-23,-0.00364227
dnk,mkt,daily,vw_cap,na,19,na,1987-04-22,0.0019175928
dnk,mkt,daily,vw_cap,na,18,na,1987-04-27,0.0026124034
dnk,mkt,daily,vw_cap,na,15,na,1987-04-21,-0.005018764
dnk,mkt,daily,vw_cap,na,10,na,1987-04-20,-0.002765566
dnk,mkt,daily,vw_cap,na,18,na,1987-04-15,0.0031091941
dnk,mkt,daily,vw_cap,na,31,na,1987-04-14,-0.004673399
dnk,mkt,daily,vw_cap,na,20,na,1987-04-13,-0.005553374
dnk,mkt,daily,vw_cap,na,21,na,1987-04-10,0.0001386018
dnk,mkt,daily,vw_cap,na,22,na,1987-04-09,0.0061501567
dnk,mkt,daily,vw_cap,na,20,na,1987-04-08,-0.009209996
dnk,mkt,daily,vw_cap,na,17,na,1987-04-07,0.0048551226
dnk,mkt,daily,vw_cap,na,18,na,1987-04-06,0.0001932007
dnk,mkt,daily,vw_cap,na,17,na,1987-04-03,0.0092696057
dnk,mkt,daily,vw_cap,na,13,na,1987-04-02,-0.001849782
dnk,mkt,daily,vw_cap,na,13,na,1987-04-01,-0.007605328
dnk,mkt,daily,vw_cap,na,18,na,1987-05-29,0.0062107155
dnk,mkt,daily,vw_cap,na,22,na,1987-05-27,-0.004969087
dnk,mkt,daily,vw_cap,na,24,na,1987-05-26,-0.009702924
dnk,mkt,daily,vw_cap,na,20,na,1987-05-25,-0.00774904
dnk,mkt,daily,vw_cap,na,18,na,1987-05-22,-0.000881775
dnk,mkt,daily,vw_cap,na,20,na,1987-05-21,-0.00345079
dnk,mkt,daily,vw_cap,na,25,na,1987-05-20,-0.00425783
dnk,mkt,daily,vw_cap,na,19,na,1987-05-19,0.001788581
dnk,mkt,daily,vw_cap,na,19,na,1987-05-18,-0.000430147
dnk,mkt,daily,vw_cap,na,24,na,1987-05-14,0.0045383076
dnk,mkt,daily,vw_cap,na,21,na,1987-05-13,-0.006620067
dnk,mkt,daily,vw_cap,na,22,na,1987-05-12,0.0044282845
dnk,mkt,daily,vw_cap,na,20,na,1987-05-11,0.0049200292
dnk,mkt,daily,vw_cap,na,26,na,1987-05-08,-0.000375325
dnk,mkt,daily,vw_cap,na,23,na,1987-05-07,0.0059934894
dnk,mkt,daily,vw_cap,na,20,na,1987-05-06,0.0110307462
dnk,mkt,daily,vw_cap,na,22,na,1987-05-05,0.0101864798
dnk,mkt,daily,vw_cap,na,20,na,1987-05-04,0.003529853
dnk,mkt,daily,vw_cap,na,22,na,1987-05-01,0.0078673975
dnk,mkt,daily,vw_cap,na,25,na,1987-06-30,-0.00895255
dnk,mkt,daily,vw_cap,na,23,na,1987-06-26,-0.007782936
dnk,mkt,daily,vw_cap,na,22,na,1987-06-25,-0.007015446
dnk,mkt,daily,vw_cap,na,23,na,1987-06-24,-0.005572809
