location,name,freq,weighting,n_factors,date,ret
dnk,accruals,monthly,vw_cap,6,2015-08-31,0.0166438291402435
dnk,accruals,monthly,vw_cap,6,2015-09-30,-0.0388330761744313
dnk,accruals,monthly,vw_cap,6,2015-10-31,0.0134116306192566
dnk,accruals,monthly,vw_cap,6,2015-11-30,0.0053323648190887
dnk,accruals,monthly,vw_cap,6,2015-12-31,0.00940616927326452
dnk,accruals,monthly,vw_cap,6,2016-01-31,-0.0118241989754777
dnk,accruals,monthly,vw_cap,6,2016-02-29,0.00123730221460105
dnk,accruals,monthly,vw_cap,6,2016-03-31,-0.0287541259140469
dnk,accruals,monthly,vw_cap,6,2016-04-30,0.000535577119727342
dnk,accruals,monthly,vw_cap,6,2016-05-31,-0.0509231459761221
dnk,accruals,monthly,vw_cap,6,2016-06-30,0.00753332905429589
dnk,accruals,monthly,vw_cap,6,2016-07-31,0.023889119824504
dnk,accruals,monthly,vw_cap,6,2016-08-31,0.0506474120491444
dnk,accruals,monthly,vw_cap,6,2016-09-30,0.00535815621761181
dnk,accruals,monthly,vw_cap,6,2016-10-31,0.0190179728400101
dnk,accruals,monthly,vw_cap,6,2016-11-30,0.00398994809043187
dnk,accruals,monthly,vw_cap,6,2016-12-31,0.0418566401436387
dnk,accruals,monthly,vw_cap,6,2017-01-31,-0.0195696339296361
dnk,accruals,monthly,vw_cap,6,2017-02-28,-0.0154617697114703
dnk,accruals,monthly,vw_cap,6,2017-03-31,0.0206767118225153
dnk,accruals,monthly,vw_cap,6,2017-04-30,-0.00495078190241151
dnk,accruals,monthly,vw_cap,6,2017-05-31,0.00304311263032825
dnk,accruals,monthly,vw_cap,6,2017-06-30,0.012521658395763
dnk,accruals,monthly,vw_cap,6,2017-07-31,-0.0136628494775113
dnk,accruals,monthly,vw_cap,6,2017-08-31,-0.00377776042626379
dnk,accruals,monthly,vw_cap,6,2017-09-30,-0.0132947625256072
dnk,accruals,monthly,vw_cap,6,2017-10-31,0.00657112265057528
dnk,accruals,monthly,vw_cap,6,2017-11-30,-0.0140275832773192
dnk,accruals,monthly,vw_cap,6,2017-12-31,0.0360470189644189
dnk,accruals,monthly,vw_cap,6,2018-01-31,-0.0202039324066199
dnk,accruals,monthly,vw_cap,6,2018-02-28,-0.0219508959602398
dnk,accruals,monthly,vw_cap,6,2018-03-31,-0.028926428533664
dnk,accruals,monthly,vw_cap,6,2018-04-30,-0.0147235553580586
dnk,accruals,monthly,vw_cap,6,2018-05-31,0.00411696930893805
dnk,accruals,monthly,vw_cap,6,2018-06-30,0.00831872660928548
dnk,accruals,monthly,vw_cap,6,2018-07-31,-0.0105268172475802
dnk,accruals,monthly,vw_cap,6,2018-08-31,0.00481724668968824
dnk,accruals,monthly,vw_cap,6,2018-09-30,-0.0201634978786901
dnk,accruals,monthly,vw_cap,6,2018-10-31,-0.012776042404075
dnk,accruals,monthly,vw_cap,6,2018-11-30,-0.0208010050906713
dnk,accruals,monthly,vw_cap,6,2018-12-31,-0.0280623374970527
dnk,accruals,monthly,vw_cap,6,2019-01-31,0.017178242788093
dnk,accruals,monthly,vw_cap,6,2019-02-28,-0.0116466220249815
dnk,accruals,monthly,vw_cap,6,2019-03-31,-0.0144787391386951
dnk,accruals,monthly,vw_cap,6,2019-04-30,-0.00127711196685236
dnk,accruals,monthly,vw_cap,6,2019-05-31,-0.015750472071845
dnk,accruals,monthly,vw_cap,6,2019-06-30,-0.0111252561310484
dnk,accruals,monthly,vw_cap,6,2019-07-31,-0.00425310482001614
dnk,accruals,monthly,vw_cap,6,2019-08-31,0.0030820499463868
dnk,accruals,monthly,vw_cap,6,2019-09-30,0.00211249526752394
dnk,accruals,monthly,vw_cap,6,2019-10-31,0.0297976640461449
dnk,accruals,monthly,vw_cap,6,2019-11-30,-0.0214167728291431
dnk,accruals,monthly,vw_cap,6,2019-12-31,-0.0190900553215277
dnk,accruals,monthly,vw_cap,6,2020-01-31,-0.0532542893727916
dnk,accruals,monthly,vw_cap,6,2020-02-29,-0.0365823782084854
dnk,accruals,monthly,vw_cap,6,2020-03-31,-0.0205181547452724
dnk,accruals,monthly,vw_cap,6,2020-04-30,-0.00798174773919609
